u,g,r,i,class
24.37503,22.65736,22.1962,21.90067,1
20.50992,18.85438,18.24816,17.99767,2
25.7596,20.51943,20.29031,19.39918,0
27.22902,21.84943,20.67181,19.77106,0
20.76827,19.01807,17.76954,17.26842,0
24.01917,20.68846,19.00233,18.33698,0
21.07027,20.30078,20.03976,19.96021,1
20.84553,18.55561,17.53464,17.03128,0
24.31151,22.41238,20.56911,19.63707,0
21.35319,20.71644,20.41322,20.43999,2
21.17775,18.85413,17.59711,17.03573,0
23.66208,23.48087,22.10035,21.73389,0
21.01768,21.01003,20.88296,20.63683,1
21.06145,20.3176,20.04783,19.90143,2
21.19274,21.22865,21.00375,20.95184,1
21.60686,21.49624,21.45761,21.23923,1
20.71997,19.00217,17.70787,17.0995,0
22.114,21.2802,20.63103,20.20052,1
25.26096,20.75404,19.07934,18.39785,0
19.58314,19.23843,18.8997,18.72596,1
23.5941,24.74442,22.85914,22.30709,0
19.9285,17.77395,16.57805,16.10178,0
20.22107,19.49033,18.86874,18.65119,0
22.77295,24.2466,22.06902,20.49502,0
23.45292,20.71039,18.80981,18.17969,0
22.75552,22.12564,20.37753,19.37603,0
18.88262,17.11356,16.31854,15.95065,0
19.66683,17.4443,16.52038,16.16879,2
27.24852,22.01629,20.72158,19.85362,0
22.94196,22.32549,21.54469,20.57326,0
22.46781,22.44467,20.21867,19.11686,0
23.34303,22.73775,22.19749,21.83072,0
23.94217,22.66932,20.74722,19.60163,0
17.62475,16.01222,15.19363,14.78527,0
20.11101,18.36709,17.33378,16.85323,0
18.40382,16.86565,15.87002,15.44294,0
19.42303,19.08759,18.8076,18.66245,1
24.17132,22.35211,21.10235,20.04879,0
23.60673,22.13754,20.82954,19.89988,0
23.13129,20.28085,19.68565,19.34912,2
18.0367,17.00706,16.58839,16.40925,2
19.38389,18.0979,17.30361,16.90455,0
25.64737,22.52475,21.25472,20.09703,0
26.84833,20.78175,19.10993,18.37626,0
22.48677,21.94688,20.24136,19.4225,0
21.5686,21.56959,21.04366,21.11622,1
18.91452,17.82512,17.40111,17.12318,0
19.91538,18.24513,17.30149,16.82666,0
18.65318,17.63865,17.36274,17.18044,0
22.92518,21.26039,20.68211,20.40689,0
20.55308,18.12743,17.04092,16.51115,0
23.54742,22.85954,21.97736,21.75748,0
19.19184,18.05866,17.63484,17.35918,0
22.53341,22.04878,21.99654,21.90789,1
20.22885,18.44836,17.36108,16.84735,0
24.30762,23.23991,21.98596,20.62745,0
19.94372,19.74812,19.43031,19.19898,1
22.72127,20.59146,20.13864,20.1251,2
22.67677,21.89114,19.46894,18.24438,0
24.1864,21.68507,19.87083,19.07428,0
26.73432,22.68205,21.06429,20.0748,0
27.03757,23.83266,21.75584,20.37154,1
24.44211,21.53666,19.66703,18.88802,0
21.96587,22.20772,21.63653,21.68265,1
20.79183,20.82639,20.94047,20.67573,1
23.86601,20.87372,19.32022,18.15784,2
22.53831,22.1996,22.14672,22.14814,0
24.97505,21.91877,20.29906,19.30389,0
24.93615,22.56834,17.70674,20.52435,0
21.1789,21.17961,20.8462,20.76621,1
24.56543,23.03734,21.72902,20.45586,2
21.58351,21.39388,21.35507,21.38119,0
20.39833,18.53676,17.62152,17.22825,0
23.34257,22.00999,21.39169,21.25998,2
19.03519,17.47085,16.86022,16.63442,2
21.64224,21.20132,21.04301,21.0755,1
23.62589,21.31894,20.3343,19.63851,0
20.90764,20.93948,20.69397,20.69178,1
21.33127,21.22881,20.89163,20.69721,1
22.68789,22.00504,20.62841,19.79869,0
22.3086,22.24224,21.66143,21.19313,0
18.70436,17.43732,16.98066,16.6982,0
22.53424,21.76865,21.77098,21.59392,2
21.78383,20.37756,19.9413,19.82012,2
18.73422,17.16567,16.59164,16.39303,2
22.89602,21.51314,20.00739,18.99796,0
25.65464,22.00716,21.6265,21.23352,2
21.10303,18.93561,17.49757,16.12978,2
24.50024,22.38252,20.80032,19.70793,0
24.12914,22.20161,20.44636,19.45984,0
21.73293,21.44796,21.45985,21.12099,0
18.88322,17.75448,17.29257,17.08128,2
17.6526,16.13642,15.50014,15.21836,2
22.50606,25.24246,22.33912,20.55424,0
24.9051,22.03647,20.82506,19.51676,2
19.93753,19.57091,19.37324,19.08497,1
18.78938,17.55794,17.09592,16.77179,0
23.40267,22.89448,21.25626,20.1286,0
24.17059,21.71096,21.54629,21.40479,2
23.02586,20.51286,18.73727,18.04639,0
25.09695,22.26484,20.82825,19.8241,0
19.887,18.00208,17.03234,16.59359,0
22.44374,19.56734,18.13024,17.57829,0
23.24508,21.97048,20.57833,19.67176,0
22.41057,22.86323,22.356,21.49314,0
23.20474,22.42033,21.94366,21.46567,0
23.20728,21.59484,21.31533,21.57566,1
19.4892,18.301,17.75135,17.39151,0
19.67672,17.53747,16.64016,16.31118,2
21.26512,20.91888,20.892,20.82502,1
24.64779,22.46405,20.89819,19.79454,2
23.52668,21.83615,20.96323,20.12934,0
25.1275,21.81919,20.8588,19.94534,0
18.11034,16.65678,15.88098,15.45752,0
23.92736,20.36396,18.63706,17.9697,0
24.55819,21.60881,19.64637,18.73988,0
22.72312,21.89826,19.87943,19.03492,0
21.18879,20.37081,20.18481,20.15358,1
22.6362,22.05075,21.68786,21.68552,1
21.2357,21.02977,20.83388,20.6012,1
19.59639,17.8282,16.97516,16.56569,0
21.50669,21.54224,21.48119,21.22079,1
23.49809,20.98696,19.5255,18.07903,2
15.69896,14.59311,14.32788,14.24421,2
22.69928,22.09579,20.66761,19.56826,0
19.49158,17.63629,16.74449,16.32099,0
22.81144,22.52742,20.32825,19.2512,0
22.40845,20.27914,18.62295,17.99376,0
22.78363,21.39317,19.86496,19.34949,0
24.58674,20.97292,19.50634,18.92499,0
21.66093,20.86412,20.51144,20.29763,2
22.02208,23.05391,21.07151,19.62725,0
25.34081,22.16542,20.69527,19.63639,0
22.13137,21.65583,21.56478,21.22825,1
24.82368,22.76061,21.34516,20.16591,0
22.64292,22.50205,22.00511,21.87272,0
25.43827,21.08403,19.28861,18.69727,0
20.71196,18.6859,17.70141,17.31089,0
22.35328,22.61955,22.05798,21.83292,0
26.83755,22.2999,22.28582,21.61147,0
19.10455,17.82092,17.32928,16.97721,0
17.68997,15.94149,15.08143,14.62367,0
20.53238,19.55679,19.28634,19.17673,2
20.8865,18.87983,18.16419,17.88714,2
22.05317,21.91947,21.32886,20.81042,0
22.03009,22.8144,20.85818,19.79866,0
22.02736,22.15086,20.23311,19.40155,0
24.07086,22.38014,20.72262,19.43166,0
22.65039,22.68802,21.8908,21.35569,0
20.42681,18.45641,17.48401,17.06707,0
16.15454,14.30195,13.45793,13.03615,0
21.46245,20.54387,20.64488,19.21279,2
24.87718,23.058,22.22028,21.1415,1
20.42562,18.49173,17.37427,16.90111,0
20.87098,18.33453,17.75295,17.5594,0
23.92,22.68821,21.12696,19.95259,0
20.32755,20.20231,20.06267,19.97901,1
22.54504,21.74643,21.39597,21.14469,2
21.29604,20.57502,20.43169,20.3771,1
21.91576,21.65977,21.3102,21.01866,1
21.65558,20.54378,20.30998,20.211,1
22.17715,22.14944,21.06108,19.97582,0
23.18134,22.47561,20.58814,19.55834,0
24.12964,22.90864,21.66159,21.1833,2
24.52744,21.98547,20.47437,19.60489,0
20.05276,18.33447,17.62856,17.22593,0
23.60974,21.48542,19.716,18.87967,0
20.27449,18.39041,17.51821,17.07432,0
24.63466,21.9404,20.9838,20.03023,0
23.87847,22.59186,21.19928,20.13253,0
21.92019,21.62306,21.3284,21.11678,1
23.24093,23.4135,22.98413,22.44777,0
23.19783,22.85586,21.38603,20.16103,0
20.82405,19.21899,18.62873,18.43655,2
19.55336,18.34353,17.74331,17.36488,0
19.96967,18.15351,17.20182,16.66667,0
21.01261,19.41625,18.02508,17.49048,0
22.30677,21.65311,20.72042,19.83366,0
25.42817,22.29348,20.67437,19.52501,0
21.61972,21.50873,21.31867,20.99278,1
24.05667,21.41545,19.64079,18.86147,0
19.39344,19.3609,19.0712,19.06577,1
19.90453,18.36363,17.56587,17.10055,0
18.91508,17.70307,17.18829,16.90742,0
18.47566,17.31879,16.81042,16.59652,2
22.94501,22.6326,20.86606,19.64455,0
24.3801,19.65418,18.01773,17.41869,0
26.02025,23.40227,21.36553,20.20363,0
19.07693,18.07678,17.46506,17.30033,0
26.32042,23.71269,21.96794,20.57235,2
19.47248,18.41926,17.88866,17.58638,0
21.11854,19.71263,18.27595,17.71584,0
24.08766,20.69863,18.96515,18.16602,0
20.38623,19.40151,19.07713,18.92959,2
21.89614,22.08183,21.64033,21.40055,1
26.86662,22.7437,21.38826,19.90621,0
24.63466,21.33602,20.41781,19.4244,2
18.52971,17.57927,17.29726,17.19972,2
20.37351,17.71268,16.43666,15.86673,2
18.95453,17.31941,16.45584,16.06454,0
22.27678,21.37665,20.08349,19.14804,2
25.62583,24.89984,21.78113,20.59637,2
24.99568,21.96577,20.3043,19.45691,0
24.00931,20.97756,19.30005,18.59288,0
18.65721,17.4115,16.96343,16.64636,0
19.95566,19.86529,20.14185,20.37165,2
23.27169,21.53852,19.79155,18.95802,0
19.78907,19.3839,19.42823,19.17646,1
23.25049,21.44066,19.84343,18.53288,2
23.93977,22.16478,20.4459,19.57548,0
17.42618,16.23312,15.68441,15.4577,2
19.93316,18.93743,18.64711,18.5089,2
25.40508,23.01279,22.54697,20.98303,0
20.62735,18.5828,17.6145,17.17449,0
24.68357,21.18513,19.59787,18.66559,0
21.66236,19.61026,18.12907,17.57738,0
20.10875,19.28106,18.99067,18.84174,2
21.90152,23.33696,21.31207,20.20925,0
22.10732,22.67747,21.03613,19.91906,0
23.58547,23.11111,22.95522,22.39829,0
19.7495,18.36312,17.75174,17.37406,0
24.57541,23.05795,22.56074,21.68651,0
24.75793,22.82009,22.00439,21.40827,0
20.78325,19.24884,18.76233,18.67414,2
17.79224,16.47265,15.8497,15.59104,0
19.15322,17.40477,16.56933,16.18327,0
23.07327,22.8177,22.52201,21.75478,0
21.34994,20.65676,20.4133,20.42165,1
22.38152,21.75458,20.45486,19.58765,0
25.0697,22.95254,21.57458,20.238,0
21.7879,20.88168,20.16316,19.44708,0
22.68279,22.82815,22.1316,21.3951,0
17.8392,16.37211,15.77146,15.53484,2
22.52737,20.82577,20.55621,20.57063,1
22.33495,21.63192,20.42965,19.4622,0
24.48979,21.94994,20.21229,19.29263,0
21.59263,19.96155,19.76283,19.61687,1
23.75024,23.59737,21.81096,20.71843,0
22.30182,23.36954,21.6517,20.3097,0
22.45625,21.66058,20.93964,20.71198,1
20.96132,20.42684,20.44285,20.44101,1
17.07193,15.87022,15.92564,16.01737,2
25.8564,20.20281,18.60081,18.0662,0
20.46521,18.44064,17.43671,17.01919,0
21.80241,21.98185,21.81434,21.98702,0
19.78914,18.57324,17.68739,17.21096,0
22.70333,23.20024,22.55569,21.53555,0
22.59683,21.60192,21.32291,21.22657,1
24.07974,22.81233,21.53308,20.07915,2
22.17455,20.95544,19.154,18.56757,0
23.44058,21.58248,20.77647,19.79219,0
23.3101,23.31003,21.77994,20.59361,0
24.74482,21.70812,20.09466,19.29785,0
25.04193,21.09026,19.40504,18.65962,0
22.00684,19.7575,18.08282,17.47485,0
25.77657,22.0131,19.70604,18.90019,0
19.79626,17.90151,16.97682,16.5626,0
22.95636,21.40913,19.44208,18.80987,0
23.12895,22.29799,20.74722,19.71751,0
20.7071,20.71549,20.47168,20.53314,1
21.35781,21.43006,21.4652,21.17571,1
23.35641,23.47911,22.33974,20.93611,2
25.56561,22.27993,20.4328,19.41451,0
21.21527,19.1933,17.81679,17.25167,0
20.36732,18.75646,17.93465,17.46332,0
18.77856,17.78171,17.25331,16.89709,0
24.421,23.04365,22.1851,20.8722,2
23.03257,21.69658,21.35206,21.26832,2
23.22562,21.81247,19.98678,19.02708,0
21.31796,21.52921,21.47432,21.64456,1
23.54985,21.93556,20.62413,19.76846,2
25.55171,22.60861,21.9222,21.2825,0
23.17834,22.39237,20.86407,19.90259,0
20.02376,18.21052,17.34462,16.98326,0
20.14183,18.61432,18.06047,17.79877,2
21.14637,21.03542,21.04259,20.73015,1
22.67201,22.4939,20.77944,19.69574,0
26.31597,22.08424,20.5084,19.57474,0
20.87825,18.67451,17.42077,16.92174,0
21.75798,21.64022,21.44066,21.41939,1
24.1388,22.90424,20.77509,19.77558,0
21.33736,21.17463,20.70295,20.49075,1
20.50251,20.38689,20.5101,20.23351,1
24.36931,22.25992,20.58162,19.64009,0
22.04384,22.65378,21.36127,21.92991,0
24.92173,22.5934,20.64527,19.65189,0
24.33904,22.60577,20.85472,19.8651,0
20.3714,19.71808,19.78199,19.59819,1
23.22683,21.08331,19.39895,18.72276,0
23.59474,22.25401,20.8581,19.64968,0
20.14651,18.33393,17.16945,16.66585,0
25.61658,22.47779,20.88224,19.78274,0
21.98274,21.26715,20.26191,19.43713,0
21.37677,20.85643,19.47012,18.80847,0
25.30639,21.46068,19.79035,19.14713,0
21.43812,20.14254,19.53728,19.27723,2
23.92653,22.8672,21.38509,20.37984,0
21.32821,21.1129,19.40331,18.65184,1
22.02962,21.37774,21.52691,21.45392,1
22.23368,21.01206,20.82415,20.71186,1
25.66283,21.77463,19.96837,19.10381,0
24.37361,22.09721,21.83834,20.69851,0
23.75069,21.99351,20.17637,19.34346,0
20.87729,18.76425,17.78004,17.34813,0
18.19745,17.45096,17.44417,17.13761,0
25.24516,23.35708,21.85874,20.64295,0
24.28798,22.14161,20.63878,19.7451,0
19.41343,18.10314,17.2207,16.82667,0
24.29844,22.4648,23.31068,21.24419,0
24.27057,23.81297,22.55536,21.64221,0
21.73645,19.55492,18.18609,17.56153,0
26.09708,22.24267,20.72617,19.86853,0
25.36574,23.36245,21.45449,20.25379,0
21.40275,20.97737,20.65042,20.27353,1
19.79976,19.57151,19.25637,19.25803,1
21.12883,19.21606,18.36427,18.03948,2
20.88028,20.35484,20.22589,20.1885,2
20.9141,19.14798,17.9501,17.36467,0
20.69097,20.47799,20.40364,20.14629,1
24.06766,22.24935,22.05469,21.86549,1
22.35657,21.61548,21.30782,21.10127,2
21.29664,21.62465,20.64943,19.7228,0
18.74233,17.32225,16.58658,16.16731,0
18.60691,17.68143,17.39201,17.25983,2
22.60748,22.97143,20.93591,19.74663,0
22.91794,21.2749,19.36657,18.32722,0
20.5387,19.51838,19.01233,18.79996,2
25.24271,23.23753,21.80505,20.61723,2
23.14626,21.68863,20.3815,19.51406,0
20.65432,19.59618,19.31709,19.24862,2
22.80926,22.9774,21.88842,20.83235,0
24.82666,23.42054,21.99698,19.27248,2
25.61312,22.56552,21.03066,19.86605,0
19.96591,18.87198,18.49202,18.42624,2
18.54832,17.38483,17.426,17.51274,2
17.55606,16.61885,16.30482,16.17072,2
23.44774,22.63062,21.60319,20.60859,0
26.14014,21.72769,20.05961,19.23387,0
25.94716,22.4047,20.8565,20.14149,1
24.45454,22.28928,20.24395,19.38915,0
20.64839,20.21793,19.84444,19.56109,1
22.48767,21.99513,21.62564,21.48671,1
22.55977,21.9176,20.58169,19.75363,0
20.08243,19.39367,19.00927,18.91319,2
23.72037,23.08137,21.08154,20.12907,0
22.40533,22.70392,22.45128,21.74148,0
23.45192,23.06638,21.07832,19.96474,0
22.67229,21.26253,24.80203,20.52622,2
20.66489,18.38569,17.18793,16.66664,0
20.17848,18.00212,16.80449,16.27914,0
25.73058,25.49526,22.04667,20.7219,1
22.83902,21.8614,21.76487,21.70684,0
24.7381,22.28948,23.00157,22.20786,0
25.08284,22.02078,20.81946,19.9622,0
24.36143,22.13308,20.32206,19.73505,0
21.76441,18.75163,17.46848,16.95076,0
21.71838,21.44621,19.8336,18.84159,0
24.82746,22.08577,20.90002,19.65545,0
24.52489,23.14146,21.72433,20.10796,0
22.06262,21.17185,20.85371,20.58048,2
22.91242,21.49958,19.74121,18.92239,0
22.80826,24.02805,22.34076,20.93561,0
24.64993,23.00067,21.75958,20.6268,0
25.24306,23.02055,20.93152,19.89974,0
19.48719,18.0214,17.32494,16.94877,0
22.72656,21.68221,20.64204,19.7656,0
20.35464,18.29504,17.07305,16.58117,0
19.75726,18.61236,17.79197,17.40425,0
24.03793,20.99865,19.41589,18.42422,2
20.44831,19.10768,18.57429,18.39265,2
22.27265,21.71697,21.17622,20.14375,0
22.69959,21.33887,19.64959,18.91363,0
22.80993,21.59728,21.54345,21.38312,1
23.04654,23.90933,21.1487,19.73582,0
25.84018,25.7509,21.95939,20.67815,0
18.91782,17.93881,17.36545,17.01812,0
21.59735,22.01011,21.58324,21.3546,1
25.55623,22.9601,21.11844,20.08512,0
23.32204,22.57595,20.8094,19.68868,0
20.55344,20.14637,19.93754,19.9018,1
19.80669,18.24718,17.4641,17.07092,0
22.47227,20.27199,18.41082,17.75127,0
25.3376,22.16372,20.34916,19.52934,0
18.28369,17.15649,17.23461,17.34525,2
24.63465,20.73376,19.23159,17.84456,2
21.58719,21.07148,19.96598,19.23391,0
23.00303,22.07318,21.94517,21.65366,1
23.04696,21.50984,20.06869,19.1281,0
26.42638,21.8182,20.37046,19.52621,0
20.04387,19.75817,19.79633,19.7592,1
19.62338,18.26259,17.7705,17.4338,0
19.71164,18.68595,17.97046,17.58239,0
22.84614,20.89543,18.97654,18.23691,0
17.48753,16.22753,15.72538,15.38773,0
22.32457,22.75837,20.53047,19.54861,0
22.40418,25.86097,22.93793,21.53362,2
24.20927,21.50723,21.00754,21.00905,2
25.73427,23.15047,21.05019,19.85688,0
18.549,17.07647,16.29774,15.8983,0
18.05495,17.02838,16.55621,16.34023,2
22.28295,22.39272,20.6367,19.7035,0
21.49974,20.12568,18.82789,18.19676,1
22.52049,21.43722,19.64059,18.87062,0
21.65597,19.77272,18.28064,17.69809,0
18.54499,18.09984,18.09494,18.05,1
23.19473,22.62104,22.12715,20.82741,0
23.29896,20.53209,18.86894,18.23743,0
24.37644,22.33911,20.54725,19.64931,0
22.21613,24.25937,21.64994,20.35714,0
20.77368,18.54233,17.51567,17.09176,2
29.19901,25.35543,23.48086,21.56495,1
25.91585,22.52683,20.82241,19.75214,0
23.9607,21.6214,20.09684,19.16987,0
23.85391,21.28034,19.8868,18.6624,2
21.17832,19.82098,18.87934,18.36225,0
22.99622,22.48744,21.52939,20.32796,0
19.27543,17.98719,16.92439,16.43157,0
25.02266,23.31994,22.00178,20.52622,2
19.66673,19.06312,18.96479,18.91162,1
22.52122,21.52797,21.28034,21.43389,1
22.98657,20.92786,19.38419,18.51233,2
21.80186,21.62832,21.6175,21.53371,0
21.65109,21.48042,21.41802,21.98386,1
25.97449,21.97896,20.91721,19.81029,2
23.46455,21.61749,19.58973,19.02971,0
24.4909,23.69032,21.58704,20.28014,0
23.96175,25.03905,21.64884,20.15796,0
23.33829,23.74388,21.59665,20.42173,0
20.61476,18.47128,17.38297,16.94531,2
21.94286,21.57722,21.39859,21.40459,0
19.03104,17.52583,16.56656,16.10422,1
25.20853,22.89352,20.95595,20.00159,0
20.32855,20.11801,20.02735,19.87577,1
22.30767,19.87137,18.34578,17.43142,2
23.62694,22.95068,21.01659,20.00899,0
26.49947,21.9418,20.28137,19.37217,0
25.09609,20.66578,19.01033,18.37323,0
20.5624,18.66103,17.56074,17.10498,0
21.89341,21.07443,20.50171,20.01249,1
25.05013,21.70264,20.21313,19.18908,0
24.81297,23.93959,21.24671,20.04989,0
21.81483,21.0978,19.39643,18.66176,0
25.11841,23.17071,22.64043,21.88074,0
22.65357,22.84001,22.73978,21.64177,0
22.0212,21.90779,21.66865,21.67669,1
20.49711,20.63158,20.56783,20.26745,1
25.72166,22.7289,20.78243,19.7973,0
18.49807,16.84863,15.94582,15.46632,0
24.05081,20.81986,20.03875,19.93966,2
22.3538,20.02552,18.34617,17.69679,0
19.36992,18.09574,17.51668,17.11204,0
18.39418,16.94941,16.20522,15.74014,0
26.15203,21.65872,20.05186,19.24918,0
19.25742,18.80173,18.99364,19.1739,2
18.97488,18.08323,17.80844,17.7118,2
18.42028,16.50726,15.6097,15.12102,2
20.16676,18.70071,18.07608,17.8439,2
19.86476,18.06213,16.94589,16.48516,0
21.9741,21.74889,21.16197,21.025,0
25.65149,25.56868,22.34147,21.10748,0
22.49068,21.91821,20.43559,19.61869,0
24.14128,21.70026,20.25921,19.47275,0
24.01563,23.80153,21.74046,20.66661,0
22.82586,22.52641,20.8352,19.60889,0
23.55566,22.5986,20.9833,20.06159,0
22.83901,22.2458,20.39956,19.45942,0
26.10334,21.23092,19.35497,18.6187,0
19.09156,17.21987,16.53784,16.3074,2
20.58105,18.77438,17.74561,17.30364,0
22.72617,21.98847,21.85077,21.89842,2
23.15613,22.55842,22.13265,21.11483,0
25.27418,22.31102,21.69371,20.93373,0
23.45436,21.52142,20.20159,19.4123,0
21.46195,21.31464,21.22604,21.13302,1
18.89346,17.40636,16.73866,16.42101,2
26.74363,22.61817,20.94222,19.93128,0
23.68798,23.83112,21.64135,20.48737,0
25.71564,22.59144,21.01807,19.97021,0
25.79081,22.19978,20.72702,19.76169,0
25.54769,23.23565,21.47546,20.42706,0
26.65725,24.10858,21.91964,20.75679,0
25.85909,22.2967,20.81614,20.52856,0
22.14223,21.51403,21.62711,21.5688,1
18.46077,17.38491,16.86481,16.50492,0
23.8898,25.20681,21.65433,20.39288,0
20.87001,20.39186,20.03568,19.86768,1
19.46832,18.11394,17.53211,17.26986,2
24.63802,22.28415,20.76115,19.5582,0
15.8745,14.02731,13.20467,12.80524,0
22.17037,19.67828,18.20395,17.23913,2
22.87024,21.28063,19.51144,18.79126,0
19.41587,18.15214,17.73289,17.50828,0
23.17147,21.96782,21.91091,21.84474,1
23.45585,21.05089,19.2818,18.48832,0
22.03128,21.49524,20.14164,19.36535,0
24.06358,21.16479,19.70954,18.80058,0
23.83447,22.09565,20.38138,19.3368,0
19.36715,17.37074,16.37121,15.92646,0
22.53975,20.74909,18.89515,18.29115,0
20.77477,20.70459,20.66944,20.43053,0
23.54189,20.42801,18.87791,18.12777,2
25.41159,24.58447,21.73901,20.65537,0
21.57915,21.28302,21.11768,21.19738,2
19.29361,18.35319,18.02509,17.88756,2
24.71847,24.46025,22.59016,21.03653,0
27.01823,20.75272,19.22972,18.35392,0
20.32946,18.45431,17.25185,16.79219,0
22.77877,21.00197,20.14174,19.40124,0
20.02809,18.08479,17.05369,16.51748,0
25.55743,23.66282,21.49719,20.18289,0
24.26447,23.07393,21.84221,21.13352,0
21.81719,21.49846,20.15191,19.70771,0
21.93686,20.61945,20.39603,20.2411,2
21.02955,17.76896,16.16708,15.41735,2
19.57974,18.6183,18.24042,17.95239,0
25.21181,21.90731,19.9837,18.9389,0
20.66278,18.72693,17.71472,17.23253,0
22.82486,22.63622,21.89054,21.3038,0
24.92178,22.97611,21.33848,20.19968,0
23.16313,22.17759,21.98636,21.40791,0
22.0403,19.58316,18.14386,17.62127,0
19.67065,19.31953,19.10705,18.96112,1
18.03823,16.93615,16.53168,16.36271,2
21.67743,21.30685,21.27498,21.27246,1
19.98319,18.57759,17.58641,17.13719,0
21.71814,20.991,20.75458,20.75396,2
21.41722,21.80816,21.96717,21.58421,1
23.89352,22.69996,22.27694,21.18854,0
23.40575,24.12843,22.26391,20.91056,0
19.10778,17.42259,16.74783,16.28059,0
20.49125,18.9108,17.98708,17.40494,0
20.56466,18.7177,17.8044,17.37869,0
19.74542,18.5847,18.50186,18.50737,2
19.14183,19.1728,19.02157,18.93734,1
24.27612,22.71917,21.91153,21.29066,0
23.05142,22.10561,20.51424,19.73885,0
22.37309,21.92706,21.70447,21.61889,1
19.20155,17.49453,16.76098,16.37012,0
25.43379,21.92935,20.72292,19.84748,0
19.44064,18.04133,17.22721,16.77599,0
23.65771,20.8289,19.03829,18.43613,0
26.76411,21.4051,19.50253,18.77678,0
21.3422,20.54899,20.38496,20.26443,2
23.60574,22.73363,20.95205,19.8315,0
24.0532,22.0262,21.09744,20.11575,0
25.50712,23.49798,21.77223,20.72562,0
23.40045,21.79809,19.66085,18.51564,0
20.80386,18.84118,17.53377,17.02804,0
23.10041,21.03587,20.75513,20.77063,2
20.147,19.69462,19.59626,19.5925,2
21.79708,21.9008,20.28589,19.39577,0
22.82025,20.77082,19.03275,18.36082,0
24.16149,21.40755,21.07708,20.81638,1
20.9479,19.80328,19.18546,18.89641,2
23.35233,21.75003,21.43908,21.06125,1
23.18214,22.62403,20.97449,19.97235,0
19.15551,17.43852,16.77859,16.5728,2
22.34542,20.22889,19.91808,19.79705,1
24.63375,22.53381,20.5921,19.44086,0
21.59519,21.51863,21.40786,21.28573,1
21.24766,19.85928,19.19238,18.85315,2
20.66967,19.65585,19.64,19.59722,2
